Date,1990_gro,1990_bench,1995_gro,1995_bench,2000_gro,2000_bench,2005_gro,2005_bench,2010_gro,2010_bench,2015_gro,2015_bench,2020_gro,2020_bench
1990-12-14,1113076.4479832589,921507.0554268523,,,,,,,,,,,,
1990-12-21,1128117.4739818189,932474.02676324,,,,,,,,,,,,
1990-12-28,1129517.6070395135,933378.5388084921,,,,,,,,,,,,
1991-01-04,1065578.0128922444,891602.3483499642,,,,,,,,,,,,
1991-01-11,1062439.1997238968,883264.0342772629,,,,,,,,,,,,
1991-01-18,1149037.739882156,935752.8182330166,,,,,,,,,,,,
1991-01-25,1163341.633641486,949800.7028557168,,,,,,,,,,,,
1991-02-01,1216536.041579231,984595.3473094216,,,,,,,,,,,,
1991-02-08,1292313.7123101118,1041804.3971568682,,,,,,,,,,,,
1991-02-15,1304922.4150626312,1043161.1652247466,,,,,,,,,,,,
1991-02-22,1320840.3526490673,1038073.4359234818,,,,,,,,,,,,
1991-03-01,1312791.8106450671,1043924.2987422314,,,,,,,,,,,,
1991-03-08,1349098.9881682883,1054184.6362168314,,,,,,,,,,,,
1991-03-15,1338967.0902256027,1051782.06383495,,,,,,,,,,,,
1991-03-22,1335055.1928372353,1045337.5664658069,,,,,,,,,,,,
1991-03-29,1351556.6857657086,1049492.5770234794,,,,,,,,,,,,
1991-04-05,1381025.5838504427,1070295.9227691973,,,,,,,,,,,,
1991-04-12,1392397.981150683,1077447.0540001285,,,,,,,,,,,,
1991-04-19,1389877.8179363871,1076768.7130956973,,,,,,,,,,,,
1991-04-26,1364364.2518817363,1056163.2455334435,,,,,,,,,,,,
1991-05-03,1394418.4188748759,1074309.5547991025,,,,,,,,,,,,
1991-05-10,1373264.3947105003,1064925.522671414,,,,,,,,,,,,
1991-05-17,1344912.2621885291,1052262.6128149328,,,,,,,,,,,,
1991-05-24,1386402.707810199,1066988.8383420638,,,,,,,,,,,,
1991-05-31,1418227.1498790984,1096865.3387206115,,,,,,,,,,,,
1991-06-07,1383096.525578869,1070041.544930036,,,,,,,,,,,,
1991-06-14,1398899.8592948387,1074450.9333268697,,,,,,,,,,,,
1991-06-21,1369030.586257199,1048475.065666833,,,,,,,,,,,,
1991-06-28,1405988.0774089876,1068204.314141191,,,,,,,,,,,,
1991-07-05,1414918.620232718,1068260.8137968883,,,,,,,,,,,,
1991-07-12,1451006.9747133285,1080838.9310403157,,,,,,,,,,,,
1991-07-19,1444581.8434737087,1082223.9058065345,,,,,,,,,,,,
1991-07-26,1447575.1248856627,1082987.039324019,,,,,,,,,,,,
1991-08-02,1465358.4387505604,1088385.732379159,,,,,,,,,,,,
1991-08-09,1486991.7898200296,1096752.2531502007,,,,,,,,,,,,
1991-08-16,1438056.8783268908,1064105.8032392159,,,,,,,,,,,,
1991-08-23,1522273.6219103849,1113231.0031121392,,,,,,,,,,,,
1991-08-30,1542742.906343869,1117696.8911646702,,,,,,,,,,,,
1991-09-06,1500664.463366099,1098306.8994015437,,,,,,,,,,,,
1991-09-13,1501422.531433362,1090420.841351468,,,,,,,,,,,,
1991-09-20,1510049.8241885037,1090816.5977183972,,,,,,,,,,,,
1991-09-27,1520285.7869230933,1096299.9971275749,,,,,,,,,,,,
1991-10-04,1473542.6264490143,1072670.202193722,,,,,,,,,,,,
1991-10-11,1513632.7504760607,1092371.1577107236,,,,,,,,,,,,
1991-10-18,1549364.8971932556,1102405.3240445023,,,,,,,,,,,,
1991-10-25,1541404.13389083,1100992.056320927,,,,,,,,,,,,
1991-11-01,1545491.5546855743,1103140.2508636469,,,,,,,,,,,,
